Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Personal Loan,Credit-Builder Loan,Debt Consolidation Loan,Mortgage Loan,Student Loan,Payday Loan,Auto Loan,Home Equity Loan
January,34.0,Media_Manager,85172.7,6957.724999999999,6.0,5.0,3.0,1.0,7.0,7.0,-0.3700000000000001,4.0,2.0,394.22,42.21944885141013,237.0,No,64.75475967822301,128.0846714447264,High_spent_Large_value_payments,742.9330688770508,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
March,16.0,Doctor,103345.12,8401.093333333332,3.0,6.0,14.0,5.0,19.0,14.0,7.52,6.0,1.0,100.7,26.351260079839857,76.0,Yes,297.64693098085235,96.9233494019417,High_spent_Medium_value_payments,695.5390529505391,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
January,47.0,Engineer,58853.46,4889.455,5.0,4.0,8.0,4.0,12.0,19.0,10.91,4.0,2.0,143.61,26.879115051167545,220.0,No,111.75911013537257,471.3444818051315,Low_spent_Small_value_payments,195.84190805949598,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
May,25.0,Doctor,68742.75,5902.5625,7.0,4.0,20.0,2.0,24.0,16.0,11.04,8.0,1.0,651.38,37.43315035695633,165.0,Yes,89.65740619574272,160.35167295847566,High_spent_Small_value_payments,600.2471708457816,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
June,52.0,Musician,27131.46,2251.955,6.0,7.0,10.0,4.0,9.0,18.0,-2.53,0.0,1.0,105.34,29.10409136256856,282.0,No,67.42946420209589,25.50707832556404,High_spent_Medium_value_payments,382.2589574723401,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
April,22.0,Developer,18413.13,1283.4275,7.0,9.0,18.0,2.0,40.0,16.0,10.09,12.0,0.0,2063.45,38.13918891745863,163.0,No,69.46323081444827,26.843902065565604,High_spent_Medium_value_payments,335.1826462775655,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,23.0,Doctor,63983.16,5318.93,9.0,8.0,30.0,3.0,42.0,21.0,25.34,12.0,0.0,3622.14,36.60611564995644,127.0,Yes,189.06015366753255,84.92304231109334,High_spent_Medium_value_payments,507.90980402137416,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
June,38.0,Lawyer,33834.47,2630.539166666667,3.0,4.0,8.0,0.0,3.0,5.0,1.63,5.0,0.0,215.35,29.4180046481777,380.0,No,0.0,29.88959654658288,High_spent_Medium_value_payments,483.16432012008386,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
May,48.0,Lawyer,102260.0,8580.666666666666,5.0,5.0,7.0,3.0,25.0,13.0,18.08,6.0,1.0,407.46,37.21838542123788,319.0,Yes,233.3445042913777,133.72800399760985,Low_spent_Large_value_payments,268.93959915972033,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
April,26.0,Developer,10813.53,8580.666666666666,4.0,4.0,10.0,4.0,11.0,19.0,16.12,6.0,1.0,862.42,23.054940590863023,332.0,Yes,24.058783646903013,88.44742492390503,Low_spent_Small_value_payments,292.40654142919203,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
February,38.0,Accountant,12768.94,1079.0783333333334,8.0,5.0,15.0,1.0,10.0,11.0,10.37,0.0,1.0,487.17,26.22440619023801,395.0,No,5.351086151020351,92.11733756050327,Low_spent_Small_value_payments,300.4394096218097,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
April,18.0,Teacher,16500.96,1528.08,3.0,6.0,12.0,1.0,6.0,8.0,8.81,2.0,2.0,185.16,34.96792861593453,298.0,No,6.957605183546081,84.01574071464263,Low_spent_Small_value_payments,351.8346541018113,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
April,48.0,Engineer,33835.16,2807.596666666667,5.0,3.0,13.0,3.0,22.0,19.0,3.88,1.0,1.0,1353.86,26.08812166526596,331.0,No,68.07297826478217,90.6653417180072,Low_spent_Small_value_payments,402.0213466838773,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
April,39.0,Accountant,98197.74,8005.145,5.0,6.0,6.0,3.0,34.0,8.0,9.09,7.0,1.0,627.5,37.07056249580342,296.0,No,138.54197689108764,308.9423191398243,High_spent_Small_value_payments,613.0302039690882,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
August,50.0,Doctor,24667.16,2284.596666666667,8.0,6.0,16.0,3.0,10.0,15.0,19.93,5.0,1.0,722.02,38.26202195857579,238.0,Yes,49.23739807081449,128.30104697308244,Low_spent_Large_value_payments,320.92122162276974,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
August,38.0,Accountant,12768.94,1079.0783333333334,8.0,5.0,15.0,1.0,12.0,8.0,10.37,4.0,1.0,487.17,39.57916731454026,401.0,Yes,5.351086151020351,92.11733756050327,Low_spent_Medium_value_payments,298.66002233199555,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
March,37.0,Lawyer,47032.8,3906.4,8.0,3.0,16.0,3.0,22.0,5.0,11.64,7.0,1.0,1901.62,32.18970728205266,207.0,Yes,103.3793064225517,160.6404355062248,Low_spent_Small_value_payments,416.6202580712236,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
March,33.0,Musician,90701.28,7654.44,1.0,5.0,11.0,0.0,11.0,2.0,8.26,1.0,1.0,270.76,31.86494216824461,262.0,No,0.0,133.72800399760985,Low_spent_Medium_value_payments,409.4787164292466,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
July,28.0,Developer,8171.11,886.9258333333332,7.0,6.0,16.0,3.0,13.0,21.0,2.64,9.0,0.0,1739.92,39.511962989494,152.0,Yes,14.568179654225531,113.29201002909264,Low_spent_Small_value_payments,250.83239365001518,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
February,22.0,Engineer,32776.72,886.9258333333332,9.0,9.0,32.0,9.0,52.0,21.0,15.91,7.0,0.0,3270.52,24.267238338390214,9.0,Yes,177.52661462416316,179.142384489793,Low_spent_Medium_value_payments,173.37033421937724,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
June,19.0,Writer,97640.4,8034.7,5.0,7.0,6.0,4.0,19.0,14.0,16.86,4.0,1.0,80.5,30.971456493319,135.0,No,259.8059368695418,99.73933287007178,High_spent_Medium_value_payments,693.9247302603865,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
April,33.0,Teacher,16706.97,1364.2475000000004,6.0,7.0,28.0,7.0,44.0,18.0,7.56,9.0,0.0,3987.25,21.70091633554808,131.0,No,70.36748553061265,83.28229161543022,High_spent_Small_value_payments,242.77497285395714,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
February,29.0,Lawyer,14239.41,1255.6175,5.0,3.0,7.0,2.0,16.0,16.0,17.01,6.0,0.0,55.46,28.36345029634964,159.0,Yes,18.467494165697087,48.761177480145065,High_spent_Medium_value_payments,308.3330783541578,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
March,24.0,Musician,140770.16,11624.846666666665,8.0,6.0,12.0,0.0,12.0,9.0,9.83,4.0,1.0,1375.36,38.65792707511197,298.0,Yes,0.0,133.72800399760985,High_spent_Small_value_payments,733.1756562469743,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
June,15.0,Journalist,28730.26,2333.188333333333,7.0,6.0,10.0,3.0,24.0,16.0,12.829999999999998,7.0,1.0,37.2,29.07816160406025,388.0,Yes,54.03705812868238,49.76089252249962,High_spent_Large_value_payments,369.52088268215135,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
August,25.0,Lawyer,44328.22,3710.018333333333,4.0,6.0,1.0,4.0,2.0,4.0,7.7,2.0,2.0,616.4,25.18118735032041,358.0,No,84.3076536267587,47.85121107429599,High_spent_Medium_value_payments,488.84296863227866,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
July,32.0,Journalist,8002.575,644.88125,6.0,9.0,29.0,3.0,21.0,23.0,7.51,7.0,0.0,1699.99,27.979709495870857,208.0,Yes,8.056869187502574,24.83135545686077,High_spent_Small_value_payments,291.5999003556367,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
June,19.0,Mechanic,15094.925,1342.9104166666666,3.0,5.0,1.0,0.0,18.0,11.0,14.56,0.0,2.0,268.53,31.70552961518661,288.0,No,0.0,109.94752482960077,High_spent_Medium_value_payments,342.52084675002135,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
August,36.0,Musician,58145.22,4577.435,4.0,7.0,9.0,2.0,1.0,3.0,6.76,4.0,2.0,171.06,36.79710859753588,353.0,No,82.44172213861404,53.718842094878816,High_spent_Medium_value_payments,571.5829357665071,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
August,24.0,Lawyer,21364.2,1728.35,3.0,3.0,17.0,1.0,9.0,15.0,9.1,6.0,1.0,1178.6,31.94484529355414,359.0,Yes,9.230471158627523,188.99831306159527,Low_spent_Small_value_payments,264.60621577977724,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
July,47.0,Doctor,143883.28,12131.273333333333,4.0,3.0,4.0,4.0,27.0,8.0,3.56,4.0,2.0,354.41,24.983991043876426,295.0,No,69.46323081444827,561.025742450438,Low_spent_Medium_value_payments,533.6053941967938,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
June,27.0,Manager,30155.09,12131.273333333333,6.0,5.0,14.0,3.0,7.0,19.0,13.75,4.0,2.0,972.35,36.7863429888454,348.0,Yes,75.10935762755916,123.5691362376778,Low_spent_Small_value_payments,313.1139228014297,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
February,43.0,Engineer,9956.91,575.7425,9.0,6.0,26.0,5.0,44.0,20.0,24.3,12.0,0.0,1178.69,35.29160048216489,4.0,Yes,27.10831559191361,41.437591218365625,Low_spent_Medium_value_payments,269.74990261705614,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
February,14.0,Doctor,64350.76,5604.5633333333335,10.0,5.0,18.0,9.0,32.0,19.0,23.21,7.0,0.0,4055.26,26.16066013373549,136.0,Yes,249.6308774606617,269.5264635889324,High_spent_Small_value_payments,301.2989922837393,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
May,37.0,Media_Manager,20496.79,1635.065833333333,3.0,3.0,6.0,3.0,15.0,14.0,3.37,4.0,1.0,1165.77,37.48999529589146,299.0,Yes,28.712562862772945,50.3026612000861,High_spent_Large_value_payments,360.03018348296496,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
March,30.0,Journalist,25347.26,1635.065833333333,6.0,5.0,20.0,1.0,0.0,16.0,11.37,3.0,1.0,1032.75,35.978607753194986,238.0,No,11.637449187665268,107.39613922150173,Low_spent_Large_value_payments,358.19357825749967,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
January,29.0,Architect,64840.32,5188.36,6.0,7.0,18.0,6.0,29.0,8.0,13.14,7.0,1.0,2469.99,26.531077555094885,106.0,Yes,190.8036633843741,246.38829695613083,Low_spent_Small_value_payments,361.64403965949515,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
January,42.0,Architect,87883.92,7250.66,8.0,5.0,17.0,4.0,18.0,13.0,3.91,0.0,1.0,1294.9,36.49848892817789,188.0,Yes,205.59985837807253,292.19624821014605,High_spent_Small_value_payments,487.26989341178137,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
May,22.0,Architect,18014.97,1461.2475000000004,8.0,4.0,4.0,1.0,12.0,18.0,8.34,6.0,1.0,360.96,30.841753164265057,245.0,No,10.442379924326724,59.263970619020135,High_spent_Medium_value_payments,326.41839945665316,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
May,55.0,Entrepreneur,33280.45,1463.43,1.0,7.0,9.0,0.0,0.0,8.0,2.58,7.0,2.0,401.98,25.73738399434688,332.0,No,0.0,79.4690060064348,High_spent_Medium_value_payments,423.0680773268985,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
January,43.0,Lawyer,19337.16,1463.43,5.0,4.0,17.0,1.0,7.0,19.0,9.9,0.0,2.0,449.37,25.819649237545967,221.0,Yes,14.608879747473724,124.80180149340369,Low_spent_Large_value_payments,276.9323187591226,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
March,54.0,Media_Manager,65869.24,5702.1033333333335,1.0,7.0,10.0,3.0,1.0,4.0,5.2,2.0,2.0,506.2,28.604366537890748,221.0,No,154.16223118522396,62.91637103867946,High_spent_Medium_value_payments,603.1317311094299,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
August,32.0,Journalist,37756.85,3097.31625,3.0,6.0,6.0,1.0,12.0,11.0,2.63,0.0,2.0,712.48,28.34793299847659,296.0,No,69.46323081444827,133.72800399760985,Low_spent_Small_value_payments,415.8971255039744,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
July,37.0,Manager,116574.04,9885.503333333332,6.0,6.0,13.0,3.0,22.0,9.0,0.51,2.0,1.0,654.12,36.71462262122862,316.0,Yes,224.2153405236353,104.32513257092701,High_spent_Large_value_payments,334.044059374466,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
January,48.0,Developer,68721.08,5560.756666666667,5.0,7.0,4.0,1.0,11.0,14.0,8.55,3.0,1.0,130.89,32.874113716111594,273.0,No,47.835726216524,109.52270941076556,High_spent_Medium_value_payments,648.7172310393772,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
April,20.0,Doctor,44103.18,3416.265,3.0,7.0,13.0,4.0,8.0,16.0,14.62,7.0,1.0,2576.96,35.178047819851045,163.0,Yes,107.4631287792455,133.19412326627165,Low_spent_Large_value_payments,370.96924795448285,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
July,26.0,Architect,26649.48,2040.79,4.0,6.0,4.0,4.0,27.0,22.0,7.49,7.0,1.0,496.59,25.2137764575598,289.0,No,73.10945320729726,160.58053440733204,Low_spent_Large_value_payments,240.38901238537068,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
June,29.0,Doctor,24795.16,1807.263333333333,8.0,6.0,20.0,3.0,27.0,11.0,5.26,0.0,1.0,664.38,25.605368272885197,332.0,No,0.0,78.73482079206904,Low_spent_Large_value_payments,371.99151254126434,2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
March,35.0,Manager,11938.1,1197.8416666666667,6.0,4.0,20.0,4.0,5.0,13.0,11.54,3.0,1.0,593.33,30.86375874724473,291.0,No,20.18395627929351,101.57756415325115,Low_spent_Medium_value_payments,278.022646234122,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
July,18.0,Mechanic,37756.85,3464.373333333333,6.0,7.0,22.0,8.0,47.0,19.0,5.77,7.0,0.0,3191.7,30.86384970095847,106.0,Yes,188.13936576988567,197.46732886019527,Low_spent_Small_value_payments,250.83063870325242,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
July,35.0,Scientist,56341.2,4755.099999999999,8.0,6.0,13.0,3.0,22.0,10.0,8.13,7.0,1.0,1674.42,27.452273995970803,112.0,Yes,72.01375338202756,125.05991672238906,High_spent_Medium_value_payments,528.4363298955833,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
May,48.0,Entrepreneur,20849.95,1951.4958333333327,8.0,3.0,7.0,1.0,25.0,20.0,4.83,2.0,1.0,327.77,31.58535837767422,327.0,No,9.060348682889094,56.43594822388264,High_spent_Medium_value_payments,379.65328642656164,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
June,31.0,Developer,76714.08,6401.84,0.0,7.0,11.0,3.0,5.0,20.0,6.78,3.0,2.0,1126.3,37.89868621879212,259.0,No,101.28372488792051,142.7880373198342,High_spent_Large_value_payments,636.1122377922454,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
January,37.0,Journalist,60965.31,5012.4425,7.0,4.0,13.0,1.0,10.0,13.0,3.85,2.0,1.0,287.4,23.98926094804272,346.0,No,28.6502685693304,367.6711933835353,Low_spent_Large_value_payments,374.9227880471343,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
April,25.0,Developer,11650.835,1125.902916666667,6.0,7.0,3.0,4.0,35.0,12.0,6.78,3.0,1.0,362.4,25.51188760979659,272.0,No,23.32579105961548,75.37955888968557,Low_spent_Small_value_payments,303.8849417173656,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
July,46.0,Accountant,37756.85,3097.31625,6.0,2.0,12.0,0.0,13.0,1.0,10.72,2.0,2.0,476.64,45.10986553781436,325.0,No,69.46323081444827,464.2937928751378,Low_spent_Small_value_payments,334.044059374466,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
July,29.0,Musician,28481.67,2441.4725,0.0,3.0,9.0,2.0,7.0,1.0,7.45,3.0,2.0,104.85,40.471613861721565,373.0,No,46.99155012123087,167.07829366071897,Low_spent_Small_value_payments,320.0774062180501,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
April,53.0,Mechanic,42048.24,3758.02,6.0,4.0,5.0,2.0,22.0,8.0,9.54,1.0,2.0,975.52,34.37058754430649,349.0,No,53.58146325969543,125.9631224166003,High_spent_Medium_value_payments,446.2574143237043,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,28.0,Lawyer,27559.56,2253.63,6.0,7.0,3.0,3.0,7.0,21.0,7.69,2.0,2.0,160.02,25.80954913025197,317.0,No,41.16753610055615,28.321347455560574,Low_spent_Small_value_payments,395.8741164438833,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
July,40.0,Doctor,26411.81,1911.8332469161533,5.0,6.0,6.0,4.0,26.0,15.0,11.78,6.0,2.0,1223.3,25.9494078211142,351.0,No,140.6105748925786,17.494294524863953,High_spent_Large_value_payments,359.0444669997375,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
April,43.0,Manager,118717.64,9885.136666666667,3.0,5.0,10.0,2.0,30.0,15.0,7.22,8.0,1.0,718.0,31.48580531806016,315.0,Yes,141.09080021656413,321.60599941645256,High_spent_Small_value_payments,334.044059374466,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
March,37.0,Entrepreneur,14235.22,975.2683333333332,10.0,8.0,25.0,2.0,21.0,26.0,3.84,9.0,0.0,2072.25,31.349173902733032,151.0,No,18.49661877239892,32.27827144290693,Low_spent_Medium_value_payments,326.7519431180275,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
February,51.0,Manager,49497.34,4201.778333333333,8.0,4.0,8.0,4.0,12.0,14.0,5.29,1.0,1.0,129.5,36.21034863770439,292.0,No,151.74342119737454,250.12412098008983,High_spent_Small_value_payments,278.31029115586887,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
June,39.0,Teacher,15707.85,1048.9875,4.0,4.0,13.0,1.0,16.0,10.0,7.59,10.0,1.0,1382.26,37.12887017406326,93.0,Yes,10.811389639578648,78.67362991168008,Low_spent_Small_value_payments,305.41373044874126,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
August,39.0,Architect,132370.2,11263.85,3.0,4.0,4.0,3.0,3.0,6.0,6.34,7.0,2.0,1064.61,38.49200702890744,385.0,No,209.78949707106773,389.14067423985915,High_spent_Medium_value_payments,334.044059374466,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
May,29.0,Manager,9485.61,1039.4675000000002,10.0,9.0,34.0,9.0,55.0,19.0,9.98,6.0,0.0,2570.66,27.482107891761952,195.0,Yes,53.17130480654404,89.68369217983353,Low_spent_Small_value_payments,251.09175301362242,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
January,39.0,Writer,34763.33,2907.9441666666667,7.0,5.0,8.0,2.0,15.0,17.0,7.5,4.0,1.0,856.97,33.73163868632544,217.0,Yes,44.582357647961295,89.52411045264235,High_spent_Small_value_payments,416.687948566063,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
February,43.0,Scientist,126559.52,10248.626666666669,5.0,5.0,9.0,4.0,26.0,12.0,11.02,6.0,1.0,262.19,30.17483978986516,213.0,Yes,69.46323081444827,133.72800399760985,Low_spent_Medium_value_payments,334.044059374466,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
April,41.0,Lawyer,36647.46,3043.955,3.0,5.0,9.0,4.0,29.0,18.0,10.74,1.0,2.0,1471.04,28.619301386055607,213.0,No,90.1474856682264,112.806496826137,High_spent_Small_value_payments,361.44151750563657,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
February,49.0,Engineer,16221.07,3043.955,0.0,3.0,3.0,2.0,6.0,9.0,5.39,2.0,2.0,197.05,24.170011835184013,192.0,No,19.251995593865928,88.26506978932652,Low_spent_Large_value_payments,313.55851795014087,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
July,23.0,Doctor,88133.16,7147.43,2.0,4.0,6.0,0.0,14.0,5.0,9.5,0.0,2.0,1073.99,34.36200699497333,316.0,No,0.0,78.41857348489894,High_spent_Large_value_payments,334.044059374466,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
August,49.0,Manager,16523.745,1516.97875,1.0,4.0,1.0,4.0,8.0,8.0,10.06,4.0,2.0,455.49,31.799772350690677,311.0,No,52.216169090547005,54.26625355446494,Low_spent_Medium_value_payments,325.21545235498814,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
August,25.0,Lawyer,15335.77,1419.980833333333,8.0,8.0,31.0,2.0,17.0,18.0,17.0,10.0,0.0,1901.4,33.135766353030874,144.0,Yes,15.09901539266172,118.02096791638748,Low_spent_Small_value_payments,298.87810002428415,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
July,35.0,Engineer,14132.77,894.7308333333333,8.0,8.0,23.0,5.0,18.0,23.0,26.56,12.0,0.0,1178.69,37.10857494560781,136.0,Yes,39.74250424448528,39.80501381507213,Low_spent_Medium_value_payments,289.92556527377593,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
May,29.0,Lawyer,37756.85,3097.31625,0.0,6.0,6.0,0.0,7.0,8.0,16.759999999999998,0.0,0.0,685.01,33.4392950851154,371.0,No,69.46323081444827,463.7064001795235,High_spent_Small_value_payments,334.044059374466,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
May,38.0,Engineer,15496.42,3097.31625,7.0,7.0,25.0,3.0,55.0,19.0,8.65,7.0,0.0,1883.54,33.912952668901326,239.0,Yes,72.70667922071088,47.82067699905584,High_spent_Small_value_payments,245.40947711356662,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
February,41.0,Musician,10094.05,609.1708333333332,7.0,7.0,18.0,2.0,7.0,13.0,17.91,2.0,0.0,695.09,33.04690762590979,208.0,Yes,15.684761106563904,133.72800399760985,High_spent_Small_value_payments,264.94496191536064,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
March,20.0,Media_Manager,18949.07,1562.0891666666666,10.0,9.0,29.0,5.0,52.0,17.0,16.57,8.0,0.0,1178.69,33.20903625072987,103.0,Yes,55.67782990151591,94.8426288776543,Low_spent_Medium_value_payments,285.68845788749644,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
February,33.0,Lawyer,90403.77,7433.6475,4.0,6.0,2.0,0.0,15.0,7.0,0.84,0.0,2.0,575.68,40.52433550526509,239.0,No,0.0,550.3759106629419,Low_spent_Large_value_payments,462.9888393370582,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
January,42.0,Musician,30683.42,2397.9516666666664,4.0,6.0,15.0,3.0,27.0,7.0,10.62,4.0,1.0,7.24,37.83360159069476,310.0,No,46.88445619510095,170.0257925333507,Low_spent_Medium_value_payments,302.88491793821504,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
January,31.0,Developer,65278.92,5402.91,10.0,7.0,19.0,3.0,43.0,27.0,2.18,11.0,0.0,1367.57,35.27731568935776,212.0,Yes,145.6007000086789,459.7364015604546,Low_spent_Large_value_payments,204.9538984308665,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
April,42.0,Scientist,99573.12,8240.76,5.0,4.0,13.0,3.0,10.0,16.0,8.94,0.0,1.0,327.22,38.49696615137128,313.0,No,196.216030668979,463.54096220855416,Low_spent_Medium_value_payments,444.31900712246687,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
January,31.0,Musician,40306.66,8240.76,8.0,7.0,25.0,9.0,48.0,23.0,5.82,11.0,0.0,2089.29,40.54013102224242,64.0,Yes,200.10757806850543,27.732364512883283,High_spent_Large_value_payments,365.44889075194465,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
June,37.0,Journalist,76879.4,6214.616666666666,10.0,6.0,23.0,9.0,54.0,17.0,23.86,12.0,0.0,4070.63,35.90002865584811,109.0,Yes,69.46323081444827,424.08075687468084,Low_spent_Small_value_payments,98.99192284402285,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
April,33.0,Teacher,69506.16,5868.18,8.0,5.0,17.0,1.0,15.0,17.0,16.76,4.0,1.0,460.46,36.13331301201091,194.0,No,51.78614178778266,82.7215870242625,High_spent_Medium_value_payments,702.310271187955,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
June,43.0,Media_Manager,45408.84,3823.07,7.0,7.0,26.0,6.0,25.0,18.0,8.01,9.0,0.0,1959.01,41.180819459512186,134.0,Yes,119.6765289694368,60.39125780445488,High_spent_Medium_value_payments,452.2392132261084,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
March,14.0,Doctor,20986.84,1846.9033333333327,9.0,10.0,17.0,3.0,32.0,13.0,19.35,10.0,0.0,1917.48,24.788443212187964,119.0,Yes,49.83825003896327,60.60596663712654,Low_spent_Large_value_payments,344.2461166572436,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
January,41.0,Scientist,81887.8,855.1241666666666,5.0,3.0,26.0,6.0,27.0,14.0,10.3,7.0,1.0,1882.85,28.6033424122842,196.0,Yes,69.46323081444827,133.72800399760985,Low_spent_Small_value_payments,334.044059374466,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
July,36.0,Doctor,7681.49,855.1241666666666,9.0,6.0,28.0,6.0,18.0,24.0,27.56,8.0,0.0,2678.79,36.886608028051256,167.0,No,31.616408144376503,45.54205405373054,Low_spent_Medium_value_payments,288.35395446855966,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
April,16.0,Engineer,11169.595,667.7995833333333,7.0,4.0,10.0,0.0,8.0,11.0,14.5,5.0,1.0,303.16,25.469015406691085,210.0,Yes,0.0,25.356136077815837,High_spent_Small_value_payments,301.4238222555175,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
January,18.0,Lawyer,56803.71,4620.6425,7.0,5.0,25.0,6.0,51.0,26.0,16.23,11.0,0.0,2593.44,29.75653235722221,69.0,Yes,187.190218862138,133.72800399760985,Low_spent_Small_value_payments,243.09427312040643,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
